"","X","Age","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Male","Loyal.Customer","Business.travel","satisfied"
"6216",6216,33,0,1020,2,5,2,1,2,2,2,2,4,5,3,5,3,2,1,0,0,1,0,0
"6217",6217,39,2,491,4,4,4,4,2,4,2,2,4,2,5,4,4,2,0,0,1,0,1,1
"6218",6218,22,0,101,3,3,3,1,5,3,2,5,3,5,5,3,1,5,0,8,0,0,1,0
"6219",6219,19,0,1048,5,5,5,1,4,5,4,4,3,1,4,2,5,4,0,0,0,0,1,1
"6220",6220,46,2,1642,1,1,1,1,5,5,4,4,4,4,4,4,4,5,96,86,0,1,1,1
"6221",6221,43,2,1863,3,3,3,3,3,4,4,5,5,4,5,3,5,3,51,42,1,1,1,1
"6222",6222,47,2,2454,3,3,3,3,5,5,4,5,5,5,5,5,5,5,4,0,0,1,1,1
"6223",6223,35,0,874,2,2,2,4,4,2,4,4,4,4,4,1,3,4,0,0,0,1,0,0
"6224",6224,12,0,950,2,0,2,3,2,2,2,2,1,5,5,3,1,2,0,0,1,1,0,0
"6225",6225,54,1,612,5,3,3,3,5,5,5,5,2,1,5,1,5,5,0,4,1,1,1,1
"6226",6226,24,2,488,4,4,4,4,2,2,2,5,3,1,1,2,2,2,161,163,0,1,1,1
"6227",6227,40,2,1683,0,4,0,4,2,4,5,5,5,5,5,3,5,5,0,9,1,1,1,1
"6228",6228,15,0,471,2,3,2,3,1,2,1,1,4,3,3,2,3,1,78,71,0,1,0,0
"6229",6229,70,0,541,3,5,3,3,2,3,1,2,2,2,5,2,5,2,0,0,1,1,0,0
"6230",6230,25,0,1107,5,5,5,5,5,5,5,5,2,1,3,2,3,5,3,0,1,0,1,1
"6231",6231,16,0,1062,4,4,4,3,2,4,2,2,4,5,4,5,4,2,1,0,1,1,0,1
"6232",6232,25,2,1173,4,4,4,3,4,4,4,4,4,5,3,1,3,4,5,0,1,0,1,0
"6233",6233,24,2,3328,5,5,5,5,4,4,4,4,4,2,5,5,5,4,0,0,1,1,1,1
"6234",6234,46,2,2102,5,5,5,5,5,5,4,5,5,5,5,4,5,4,64,47,1,1,1,1
"6235",6235,20,0,479,3,0,3,2,3,3,3,3,4,3,2,1,1,3,48,29,1,0,1,0
"6236",6236,59,0,919,1,2,3,2,1,1,1,1,2,3,4,3,3,1,65,59,1,1,1,0
"6237",6237,24,0,226,1,5,0,2,1,0,1,1,4,2,5,5,4,1,0,0,1,1,0,0
"6238",6238,49,0,414,2,5,2,2,1,2,1,1,5,2,3,1,2,1,0,0,1,1,0,0
"6239",6239,56,2,163,0,3,0,3,2,5,2,5,5,5,5,4,5,5,0,0,0,1,1,1
"6240",6240,49,0,711,4,5,4,4,2,5,4,4,4,4,2,1,4,1,52,36,0,1,0,0
"6241",6241,60,0,1068,3,4,3,2,3,4,5,3,3,3,3,4,3,5,16,0,0,1,0,0
"6242",6242,48,0,2075,2,4,4,4,2,2,2,2,3,3,3,4,4,2,0,0,1,1,1,0
"6243",6243,49,2,2704,3,2,2,4,5,3,5,5,3,4,5,5,5,5,5,0,0,0,1,0
"6244",6244,36,0,228,5,4,4,4,5,5,5,5,5,4,1,1,1,5,16,0,0,1,1,1
"6245",6245,15,0,403,0,4,0,1,5,0,5,5,3,3,4,5,4,5,0,0,1,1,0,1
"6246",6246,41,0,411,4,5,4,3,1,4,1,1,5,4,5,5,5,1,0,0,1,1,0,0
"6247",6247,62,0,1092,2,1,2,4,3,2,3,3,2,2,4,2,4,3,20,22,1,1,0,0
"6248",6248,28,0,227,3,5,0,3,2,0,1,2,3,2,4,4,4,2,0,0,1,1,0,0
"6249",6249,51,0,861,3,2,4,4,3,4,3,3,4,4,4,1,3,3,0,12,1,1,0,0
"6250",6250,45,2,868,4,4,4,4,5,5,5,4,4,4,4,5,4,3,1,3,0,1,1,1
"6251",6251,66,2,361,2,2,2,2,2,3,4,2,2,3,2,3,2,2,0,0,1,1,1,0
"6252",6252,55,2,2910,1,1,1,1,4,5,5,4,4,4,4,5,4,4,0,1,1,1,1,1
"6253",6253,38,0,872,2,1,2,4,1,2,5,1,2,1,4,1,3,1,52,40,0,1,0,0
"6254",6254,22,2,373,5,0,5,3,5,5,5,5,3,5,5,3,5,5,0,0,0,0,1,1
"6255",6255,23,2,1147,5,0,5,1,2,5,2,2,5,2,5,4,4,2,0,0,1,0,1,1
"6256",6256,68,0,192,4,1,4,4,4,4,4,4,3,4,4,4,4,4,0,1,1,1,0,0
"6257",6257,47,1,409,3,3,3,3,5,3,1,3,3,3,3,1,3,5,15,5,0,1,1,1
"6258",6258,27,0,216,3,2,3,3,2,3,2,2,1,2,4,4,3,2,0,0,0,0,1,0
"6259",6259,23,0,1076,2,2,2,4,5,2,5,5,2,2,3,3,4,5,0,0,0,0,1,0
"6260",6260,34,2,895,5,5,5,5,4,4,2,4,4,4,4,4,4,1,10,2,1,1,1,1
"6261",6261,11,0,868,2,3,3,1,5,3,5,5,3,1,5,5,5,5,5,16,1,1,0,0
"6262",6262,39,2,233,5,5,5,1,4,5,4,4,4,2,4,4,5,4,0,0,1,0,1,1
"6263",6263,31,2,1201,3,3,3,3,4,4,4,4,2,4,1,3,5,4,0,9,1,1,1,1
"6264",6264,53,2,2118,1,4,4,4,1,3,3,1,1,1,1,4,1,1,0,0,1,1,1,0
"6265",6265,65,0,1312,4,4,4,2,4,4,4,5,5,4,5,3,5,4,58,51,0,1,0,0
"6266",6266,46,0,583,3,5,3,1,3,5,5,4,4,3,4,5,4,4,31,27,0,1,0,0
"6267",6267,47,0,308,4,5,4,3,3,4,3,3,3,3,4,3,4,3,0,0,1,1,0,1
"6268",6268,12,0,552,2,5,2,3,3,2,3,3,5,4,5,3,5,3,0,7,0,1,0,0
"6269",6269,49,2,226,5,5,5,3,4,5,4,4,5,5,4,4,4,4,5,0,1,0,1,1
"6270",6270,21,0,992,2,2,2,3,1,2,1,1,3,4,5,3,5,1,0,0,0,0,1,0
"6271",6271,26,0,628,3,3,3,4,2,3,2,2,2,2,3,1,3,2,5,19,0,0,1,0
"6272",6272,16,0,308,3,4,3,3,2,3,2,2,3,3,4,5,4,2,0,0,1,1,0,0
"6273",6273,13,0,1139,3,4,3,1,3,3,3,3,3,3,4,4,4,3,8,0,1,1,0,0
"6274",6274,49,2,3249,5,5,5,5,2,4,4,4,4,4,4,4,4,4,0,4,1,1,1,1
"6275",6275,52,2,1637,4,4,4,4,3,3,2,5,5,5,5,5,5,3,0,4,0,1,1,1
"6276",6276,58,2,227,0,0,0,1,3,5,5,3,3,4,4,5,3,3,0,5,1,1,1,1
"6277",6277,34,2,1123,5,5,5,5,5,4,5,4,4,4,4,5,4,5,28,5,1,1,1,1
"6278",6278,50,0,581,4,2,4,2,5,4,5,5,3,1,3,2,3,5,0,0,1,1,0,0
"6279",6279,42,2,912,2,2,3,2,3,4,5,3,3,2,3,4,3,4,15,17,0,1,1,1
"6280",6280,35,2,3151,3,3,3,3,3,3,3,2,4,4,3,3,1,3,384,401,1,1,1,0
"6281",6281,31,0,927,4,5,2,5,4,4,4,4,3,1,2,3,5,4,0,0,0,1,1,1
"6282",6282,21,1,304,3,3,3,1,1,3,1,1,2,1,5,2,5,1,1,0,1,1,0,0
"6283",6283,45,0,563,4,1,1,1,1,2,5,5,5,4,5,1,5,2,10,0,0,1,1,1
"6284",6284,38,1,613,1,1,1,2,1,1,1,1,2,3,5,2,3,1,0,0,1,0,1,0
"6285",6285,70,0,989,2,5,2,3,4,2,4,4,4,5,4,5,4,4,0,0,1,1,0,0
"6286",6286,17,1,152,3,5,3,4,5,3,5,5,3,5,5,4,4,5,0,0,0,1,0,0
"6287",6287,22,0,328,4,5,3,1,2,3,2,2,4,2,3,2,2,2,0,0,0,1,0,0
"6288",6288,59,2,3707,2,2,2,2,5,3,4,2,2,2,2,3,2,2,6,3,0,1,1,0
"6289",6289,20,1,620,5,1,3,1,5,5,5,5,1,4,3,3,2,5,0,0,1,1,1,1
"6290",6290,70,0,216,1,3,1,3,5,1,5,5,4,2,4,4,3,5,0,22,1,1,0,0
"6291",6291,14,0,1136,2,1,2,4,4,2,4,4,3,1,2,4,4,4,1,2,1,1,0,0
"6292",6292,55,2,1846,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0,1,1,1,1
"6293",6293,23,2,1075,5,0,5,5,5,5,3,5,3,4,2,3,4,5,0,0,1,0,1,1
"6294",6294,49,0,328,1,1,3,2,2,4,5,3,3,3,3,5,3,5,9,16,0,1,0,0
"6295",6295,60,2,89,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,0,0,1,1,1
"6296",6296,51,2,2544,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0,0,1,1,1
"6297",6297,46,2,365,2,3,3,3,5,3,4,2,2,2,2,4,2,2,40,31,1,1,1,0
"6298",6298,53,2,480,1,1,1,1,3,4,4,4,4,4,4,5,4,4,0,0,0,1,1,1
"6299",6299,19,0,1028,3,3,3,2,4,3,4,4,4,4,2,2,1,4,0,0,0,0,1,0
"6300",6300,30,0,516,2,5,3,4,1,3,1,1,3,5,3,1,2,1,6,1,0,0,1,0
"6301",6301,51,0,297,2,4,2,4,4,4,5,5,5,2,5,3,5,5,0,1,0,1,0,0
"6302",6302,27,2,1242,5,5,5,5,4,4,4,4,5,3,5,3,5,4,27,22,1,1,1,1
"6303",6303,9,0,1276,0,2,0,3,3,0,3,3,1,1,2,3,3,3,0,0,0,1,0,1
"6304",6304,60,0,846,3,4,3,4,1,3,1,1,3,5,5,4,5,1,0,0,1,1,0,0
"6305",6305,50,0,228,4,1,3,1,4,4,4,4,2,1,4,5,2,4,0,0,1,1,1,1
"6306",6306,58,2,447,1,1,1,1,5,5,4,2,2,2,2,3,2,4,0,0,0,1,1,1
"6307",6307,60,0,1514,1,4,1,3,4,5,5,5,5,1,5,5,5,4,0,0,0,1,0,0
"6308",6308,46,2,1587,1,0,0,3,2,1,4,2,3,2,4,4,5,2,87,92,1,0,1,0
"6309",6309,60,1,2475,1,1,1,3,1,5,4,4,1,4,3,4,4,4,0,0,0,1,0,0
"6310",6310,31,2,405,1,5,1,4,1,1,1,1,3,2,5,4,4,1,5,0,0,1,0,0
"6311",6311,27,2,1040,4,4,4,1,4,4,4,4,5,3,5,4,5,4,1,0,0,0,1,1
"6312",6312,49,0,1746,2,0,2,3,5,5,5,2,2,2,2,4,2,5,0,3,0,1,0,0
"6313",6313,48,0,641,3,4,3,4,4,5,5,2,2,3,1,5,2,3,0,0,0,1,0,0
"6314",6314,25,2,201,3,0,3,4,2,3,2,2,5,2,4,4,5,2,7,2,1,0,1,0
"6315",6315,45,2,2659,2,2,2,2,3,5,4,5,5,5,5,5,5,3,0,0,1,1,1,1
"6316",6316,39,0,1501,2,5,5,5,2,2,2,2,2,3,3,1,4,2,3,8,0,1,1,0
"6317",6317,22,0,457,4,4,4,4,3,4,3,3,2,4,4,4,5,3,0,0,0,0,1,1
"6318",6318,34,0,315,2,1,2,3,5,2,5,5,1,1,3,1,3,5,0,0,0,0,1,0
"6319",6319,46,2,391,2,1,1,5,3,2,2,3,5,3,4,3,4,3,62,96,1,0,1,0
"6320",6320,51,2,1963,5,5,5,5,3,3,2,4,4,4,4,2,4,5,8,8,1,1,1,1
"6321",6321,26,0,227,5,5,5,2,1,5,1,1,3,2,5,4,5,1,0,0,0,1,0,1
"6322",6322,37,1,548,4,4,4,4,4,4,4,4,1,1,4,3,3,4,0,0,0,1,1,0
"6323",6323,19,0,1256,4,5,4,3,1,4,1,1,4,5,3,4,5,1,0,3,1,1,0,0
"6324",6324,48,2,3791,3,1,3,3,3,4,5,4,4,4,4,3,4,5,0,0,0,1,1,1
"6325",6325,48,2,1262,2,2,2,4,3,2,3,3,3,3,4,4,5,3,7,27,0,0,1,0
"6326",6326,37,2,309,4,4,4,4,4,5,5,4,4,4,4,3,4,3,40,35,1,1,1,1
"6327",6327,49,2,358,2,2,2,2,4,4,2,4,4,4,4,1,4,5,6,0,1,1,1,1
"6328",6328,25,2,216,2,2,2,4,4,2,3,4,2,1,3,3,3,4,3,11,1,0,1,0
"6329",6329,26,0,967,2,4,2,4,2,2,2,2,3,3,4,5,5,2,0,0,0,1,0,0
"6330",6330,8,2,2486,1,2,3,2,1,1,1,4,4,4,4,1,2,1,0,12,0,1,1,0
"6331",6331,27,2,2133,5,5,5,5,5,5,5,5,3,3,3,3,5,5,12,4,0,1,1,1
"6332",6332,42,2,3135,0,0,0,4,5,5,5,4,4,4,4,5,4,4,31,21,0,1,1,1
"6333",6333,64,0,266,2,0,2,5,4,2,4,4,4,2,5,5,4,4,0,0,1,1,0,0
"6334",6334,46,2,204,1,1,4,1,1,1,3,4,4,4,3,1,4,1,0,0,1,1,1,1
"6335",6335,42,2,954,2,2,2,2,4,2,1,4,4,4,4,4,4,1,0,0,1,1,1,1
"6336",6336,59,0,152,1,4,1,1,5,4,5,1,1,1,1,3,1,4,0,0,0,1,0,0
"6337",6337,26,2,845,2,2,2,2,5,5,5,5,3,2,5,5,4,5,0,0,1,1,1,1
"6338",6338,11,0,1127,4,5,4,1,5,4,5,5,3,5,4,4,4,5,42,57,1,1,0,0
"6339",6339,41,0,150,5,1,1,1,5,5,5,5,2,2,4,4,5,5,0,0,0,1,1,1
"6340",6340,34,0,1262,3,4,3,2,1,3,2,1,3,4,4,5,4,1,0,0,0,1,0,0
"6341",6341,16,0,751,2,2,2,4,1,2,1,1,1,3,4,1,3,1,126,120,1,0,1,0
"6342",6342,29,0,1050,1,1,1,3,1,1,5,1,1,1,3,2,3,1,35,28,0,0,1,0
"6343",6343,59,2,588,5,5,5,5,3,5,4,4,4,4,4,3,4,3,33,83,1,1,1,1
"6344",6344,61,2,347,1,5,5,5,5,3,4,1,1,1,1,3,1,2,0,0,0,1,1,0
"6345",6345,35,2,1744,4,4,4,4,3,3,5,4,4,4,4,4,4,5,0,0,0,1,1,1
"6346",6346,53,2,2719,1,1,1,1,2,5,4,5,5,5,5,4,5,3,0,0,1,1,1,1
"6347",6347,10,0,2569,1,5,1,5,5,1,5,5,3,1,1,1,4,5,0,0,0,1,0,0
"6348",6348,67,0,763,1,2,1,4,3,4,3,2,2,1,2,4,2,1,15,3,0,1,0,0
"6349",6349,49,2,3822,4,4,4,4,3,5,5,5,5,5,5,5,5,4,0,11,0,1,1,1
"6350",6350,40,2,2330,1,1,1,1,3,4,4,5,5,5,5,3,5,3,3,3,1,1,1,1
"6351",6351,60,0,991,3,4,3,3,5,4,4,2,2,3,2,3,2,3,78,68,0,1,0,0
"6352",6352,8,0,696,3,4,3,1,1,3,1,1,5,4,4,5,4,1,17,15,0,1,0,0
"6353",6353,23,0,594,4,0,4,4,4,1,1,5,3,5,5,1,5,1,167,159,1,0,1,1
"6354",6354,58,2,423,5,5,3,5,2,4,5,5,5,5,5,4,5,3,57,48,1,1,1,1
"6355",6355,56,0,725,1,2,1,3,3,4,4,5,5,1,4,3,5,4,0,0,0,1,0,0
"6356",6356,53,0,283,4,4,4,1,5,4,5,5,3,2,4,3,4,5,0,6,1,1,0,0
"6357",6357,35,2,907,2,2,2,2,2,2,2,2,5,2,4,5,5,2,0,0,1,0,1,0
"6358",6358,55,1,1916,2,5,2,2,5,3,4,2,2,2,2,3,2,3,1,0,0,1,1,0
"6359",6359,40,2,3953,1,1,3,1,2,4,4,4,4,4,4,5,4,5,0,0,0,1,1,1
"6360",6360,31,0,583,2,4,2,2,5,2,5,5,5,3,4,3,4,5,0,0,0,1,0,0
"6361",6361,59,0,606,2,2,3,3,5,3,2,1,1,3,1,1,1,2,76,59,0,1,0,0
"6362",6362,24,0,431,5,4,5,1,1,5,1,1,5,4,4,4,4,1,0,0,0,1,0,1
"6363",6363,68,1,965,1,4,1,1,5,5,4,2,2,1,2,3,2,5,0,0,0,1,0,0
"6364",6364,8,0,1464,1,4,1,3,2,1,2,2,3,3,5,5,5,2,0,5,0,1,0,0
"6365",6365,22,0,650,4,4,4,4,4,4,4,4,5,5,2,1,5,4,0,0,0,1,1,1
"6366",6366,8,0,2419,4,4,4,4,4,5,5,3,4,4,5,5,5,5,26,24,1,1,0,0
"6367",6367,33,0,337,1,3,1,1,2,1,2,2,2,4,1,1,2,2,0,0,1,1,0,0
"6368",6368,22,2,1363,4,4,4,4,3,3,3,3,4,3,4,3,4,3,0,0,1,1,1,1
"6369",6369,43,2,1917,4,4,5,4,2,5,4,4,4,4,4,3,4,3,1,0,0,1,1,1
"6370",6370,48,2,3266,2,2,2,2,3,4,5,4,4,4,4,5,4,5,2,3,0,1,1,1
"6371",6371,38,1,2089,3,4,4,4,5,4,5,5,1,2,3,4,4,5,2,0,1,1,0,0
"6372",6372,52,2,550,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,0,1,1,1,1
"6373",6373,54,2,110,3,3,3,3,5,4,4,5,5,5,4,4,5,4,0,0,0,1,1,1
"6374",6374,23,0,542,2,5,2,4,4,2,4,4,4,5,4,5,2,4,1,0,0,0,1,0
"6375",6375,64,2,843,3,5,5,5,4,3,2,3,3,3,3,2,3,2,68,61,1,1,1,0
"6376",6376,69,2,423,4,4,4,3,1,4,1,1,4,5,4,4,5,1,36,28,0,0,1,0
"6377",6377,54,2,3437,3,2,2,2,5,3,3,3,3,3,3,2,3,2,0,0,1,1,1,0
"6378",6378,50,2,1046,3,3,3,3,4,5,5,3,3,4,3,3,3,5,0,0,1,1,1,1
"6379",6379,37,2,1428,2,2,2,3,1,2,1,1,4,4,4,5,4,1,85,0,0,0,1,0
"6380",6380,40,2,3276,5,1,5,5,2,4,4,4,4,4,4,3,4,3,2,0,0,1,1,1
"6381",6381,15,2,645,3,5,4,2,4,4,4,4,1,2,5,2,4,4,0,0,0,1,0,0
"6382",6382,41,0,829,4,1,1,1,4,4,4,4,3,3,5,5,3,4,0,0,0,1,1,1
"6383",6383,43,2,2877,5,5,5,5,5,5,2,4,4,4,4,4,4,5,0,0,0,1,1,1
"6384",6384,53,0,733,1,2,1,3,4,4,4,1,1,1,1,3,1,3,0,0,0,1,0,0
"6385",6385,54,2,1723,4,4,4,4,4,4,5,5,5,4,5,4,5,4,18,10,0,1,1,1
"6386",6386,38,0,320,3,4,3,3,5,3,5,5,2,5,4,3,4,5,0,0,1,0,1,0
"6387",6387,22,0,1306,4,4,4,1,5,4,5,5,4,4,1,3,4,5,0,13,0,0,1,1
"6388",6388,23,2,721,2,2,2,2,5,5,5,5,5,4,3,4,2,5,0,0,0,1,1,1
"6389",6389,47,2,2430,5,5,5,5,2,5,4,3,3,3,3,5,3,5,22,11,1,1,1,1
"6390",6390,59,2,2565,2,2,2,2,4,4,4,3,4,4,5,4,4,4,9,0,1,1,1,1
"6391",6391,35,2,909,2,3,3,3,1,2,3,2,2,2,2,1,2,3,0,0,1,1,1,0
"6392",6392,60,2,647,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0,1,1,1,1
"6393",6393,61,2,651,1,1,1,1,3,4,5,5,5,5,5,3,5,4,0,5,1,1,1,1
"6394",6394,71,0,192,1,0,0,2,3,2,1,1,1,1,1,2,1,1,0,0,0,1,1,0
"6395",6395,27,2,2134,4,4,4,4,5,5,5,5,5,2,5,4,2,5,51,40,0,1,1,1
"6396",6396,16,2,1532,2,5,2,2,2,2,3,2,3,5,5,4,5,2,10,0,0,1,0,0
"6397",6397,23,0,577,0,0,1,4,2,1,5,2,5,3,5,3,5,2,0,0,0,0,1,1
"6398",6398,60,2,338,2,2,2,2,4,4,5,5,5,5,5,5,5,4,35,28,0,1,1,1
"6399",6399,30,2,1862,2,2,5,2,4,4,5,4,4,5,5,1,5,4,0,0,1,1,1,1
"6400",6400,62,0,447,2,4,2,3,5,5,5,4,4,2,4,1,4,3,0,0,0,1,0,0
"6401",6401,60,2,3128,5,5,5,5,4,5,5,5,5,5,5,4,5,4,19,30,1,1,1,1
"6402",6402,49,0,903,3,1,3,4,5,3,5,5,1,1,3,3,3,5,0,0,1,1,0,0
"6403",6403,26,2,237,3,5,3,3,1,3,1,1,4,5,4,3,5,1,0,0,0,0,1,0
"6404",6404,11,0,731,2,2,2,3,2,2,3,2,3,4,2,4,3,2,49,49,1,0,1,0
"6405",6405,45,2,67,3,5,5,5,3,4,4,3,3,3,3,1,3,1,53,56,1,1,1,0
"6406",6406,29,0,106,2,0,2,2,5,2,5,5,3,4,1,3,4,5,0,0,0,0,1,0
"6407",6407,52,0,985,4,4,4,4,4,4,4,3,5,4,3,4,1,4,294,280,0,1,1,0
"6408",6408,46,2,1013,2,2,3,2,5,5,5,4,4,4,5,5,5,5,76,181,0,1,1,1
"6409",6409,47,0,1448,5,1,3,1,2,2,5,5,5,5,5,2,5,2,0,0,0,1,1,1
"6410",6410,43,0,704,2,4,2,3,2,5,5,2,2,2,2,5,2,4,0,0,0,1,0,0
"6411",6411,10,1,515,4,2,4,3,4,4,4,4,4,3,4,4,3,4,11,0,0,1,0,0
"6412",6412,66,0,496,1,2,1,4,1,5,2,3,4,4,4,2,3,2,148,138,0,1,0,0
"6413",6413,47,0,1042,3,5,3,4,4,4,4,2,2,3,2,5,2,3,20,17,0,1,0,0
"6414",6414,56,2,646,2,3,3,3,1,4,4,2,2,2,2,2,2,1,0,8,0,1,1,0
"6415",6415,31,2,199,3,3,3,3,5,5,5,5,1,2,5,1,4,5,0,0,0,1,1,1
"6416",6416,11,0,903,1,0,0,4,1,0,1,1,3,3,4,3,4,1,1,0,1,0,1,0
"6417",6417,8,2,1619,2,2,2,2,4,4,4,4,4,5,4,5,4,4,0,4,0,1,1,1
"6418",6418,63,1,1303,2,5,2,1,3,2,3,3,5,3,5,4,4,3,52,35,1,1,0,0
"6419",6419,59,2,937,1,1,5,1,3,5,5,4,4,4,4,3,4,5,6,0,1,1,1,1
"6420",6420,44,0,550,1,2,1,4,4,3,3,4,4,1,4,3,4,2,51,0,0,1,0,0
"6421",6421,37,2,1780,1,1,1,1,3,4,4,3,3,4,3,4,3,4,10,14,1,1,1,1
"6422",6422,36,2,3862,5,5,3,5,5,1,2,5,5,5,5,4,5,2,0,0,0,1,1,1
"6423",6423,24,2,130,0,5,0,3,1,1,1,1,3,2,4,4,5,1,32,25,0,1,1,1
"6424",6424,49,0,495,4,3,3,3,4,4,4,4,1,3,2,4,5,4,10,0,1,1,1,1
"6425",6425,52,2,760,2,3,3,3,1,4,4,2,2,2,2,1,2,2,0,19,0,1,1,0
"6426",6426,36,2,1475,4,4,4,4,4,4,5,5,5,5,5,3,5,5,23,12,0,1,1,1
"6427",6427,66,0,2556,1,1,1,3,1,4,3,4,4,1,1,2,4,1,65,56,0,1,0,0
"6428",6428,27,0,590,0,1,1,1,5,1,5,5,3,1,3,5,3,5,0,0,1,1,1,1
"6429",6429,9,0,406,2,4,2,3,1,2,1,1,1,2,3,2,4,1,2,0,0,1,0,0
"6430",6430,38,0,237,3,4,3,5,5,3,5,5,5,5,5,5,5,5,38,47,0,1,0,0
"6431",6431,17,0,411,4,4,4,1,1,4,1,1,2,3,2,3,4,1,0,0,0,1,0,1
"6432",6432,25,2,1325,4,0,4,2,2,4,2,2,4,5,5,5,4,2,5,0,0,0,1,1
"6433",6433,36,2,1773,1,1,1,1,2,4,4,4,4,4,4,5,4,3,0,0,0,1,1,1
"6434",6434,18,0,795,2,4,2,3,1,2,1,1,5,2,4,4,4,1,0,2,1,1,0,0
"6435",6435,46,2,453,2,1,1,1,3,4,3,2,2,2,2,3,2,3,16,12,1,1,1,0
"6436",6436,32,0,829,3,2,2,2,3,3,3,3,2,4,3,3,3,3,0,0,0,1,1,0
"6437",6437,20,0,369,3,5,3,1,3,3,3,3,3,3,2,4,4,3,0,0,1,1,0,0
"6438",6438,47,0,1076,2,5,2,1,5,5,4,5,5,2,5,5,5,4,0,0,0,1,0,0
"6439",6439,27,0,500,3,3,3,3,5,3,5,5,4,3,3,1,4,5,0,13,0,0,1,0
"6440",6440,23,2,3656,3,3,3,3,4,4,4,4,3,4,5,3,4,4,14,0,0,1,1,1
"6441",6441,56,2,3639,3,4,4,4,4,3,4,3,3,3,3,4,3,2,0,0,0,1,1,0
"6442",6442,45,0,337,3,1,3,2,4,2,2,4,4,3,4,1,4,1,4,0,0,1,0,0
"6443",6443,63,0,669,4,4,4,2,2,4,2,2,4,3,5,5,4,2,2,5,1,1,0,1
"6444",6444,23,0,213,3,4,4,2,5,4,5,5,2,5,4,4,3,5,0,0,0,0,1,0
"6445",6445,22,0,56,1,5,1,3,5,1,5,5,3,5,5,4,4,5,0,16,0,0,1,0
"6446",6446,55,1,616,3,5,3,4,2,3,2,2,3,4,4,3,4,2,0,0,1,1,0,0
"6447",6447,62,0,715,4,2,4,4,3,4,4,1,1,4,1,2,1,4,0,6,0,1,0,0
"6448",6448,26,0,156,4,5,4,3,5,4,2,5,3,2,5,4,4,5,0,0,1,1,0,0
"6449",6449,62,2,2793,0,0,0,4,3,4,4,4,4,4,4,4,4,3,2,0,0,1,1,1
"6450",6450,48,0,296,4,3,3,3,4,4,4,4,5,1,2,3,5,4,0,0,1,1,1,1
"6451",6451,49,2,1609,2,2,2,2,2,3,4,5,5,5,5,5,5,4,0,0,1,1,1,1
"6452",6452,24,0,1244,3,3,3,1,3,3,3,3,4,1,5,3,5,3,0,0,0,0,1,0
"6453",6453,38,2,406,5,5,5,3,3,5,3,3,5,4,5,4,5,3,0,0,0,0,1,1
"6454",6454,45,0,1081,4,1,1,1,4,4,4,4,3,4,2,5,5,4,0,0,1,1,1,1
"6455",6455,36,0,425,4,3,4,4,3,4,2,3,1,2,3,2,4,3,5,4,1,1,0,0
"6456",6456,54,0,599,2,2,2,2,4,3,2,4,4,2,2,3,4,2,0,0,0,1,0,0
"6457",6457,13,0,273,3,2,3,3,2,3,4,2,2,4,4,3,3,2,0,0,0,1,0,0
"6458",6458,56,2,1371,1,1,1,1,2,5,5,5,5,5,5,4,5,5,0,1,0,1,1,1
"6459",6459,34,2,580,4,4,4,4,4,4,5,5,5,5,5,3,5,4,2,0,1,1,1,1
"6460",6460,33,2,363,1,1,1,1,5,5,5,5,2,2,3,3,5,5,0,0,1,1,1,1
"6461",6461,19,0,345,4,3,4,4,4,4,4,4,4,2,1,4,3,4,4,0,1,1,0,0
"6462",6462,65,0,1076,2,4,2,1,4,2,4,4,3,3,4,4,4,4,8,19,1,0,0,0
"6463",6463,36,0,163,3,1,3,3,1,3,1,1,4,4,2,4,3,1,0,0,1,1,0,0
"6464",6464,21,2,3699,4,4,4,4,4,4,4,3,2,4,4,4,5,4,170,158,1,1,1,1
"6465",6465,44,2,1084,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,4,0,1,1,1
"6466",6466,47,2,74,2,2,2,2,2,5,4,4,4,4,5,4,4,4,0,0,1,1,1,1
"6467",6467,33,2,1919,3,5,5,5,1,4,4,3,3,3,3,1,3,1,0,0,0,1,1,0
"6468",6468,33,2,109,3,3,3,3,2,5,5,4,4,4,5,3,4,5,5,2,0,1,1,1
"6469",6469,26,2,500,4,4,4,4,4,4,4,4,1,5,3,2,1,4,0,0,0,1,1,1
"6470",6470,43,2,1620,1,2,2,2,2,1,2,1,1,2,1,1,1,4,39,19,0,1,1,0
"6471",6471,68,0,1046,2,1,2,4,5,2,5,5,2,4,4,2,4,5,3,0,1,1,0,0
"6472",6472,23,0,447,3,4,3,3,1,3,1,1,5,3,4,5,4,1,0,0,0,0,1,0
"6473",6473,43,0,240,3,5,0,3,1,0,1,1,4,4,4,4,4,1,31,28,1,1,0,0
